committee,date,institute,publication_date,document_url,document_title,day_of_year,notes
"Center for Scientific Review Special Emphasis Panel; Small Business: Instrumentation, Environmental, and Occupational Safety.","March 11-12, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01814/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
Center for Scientific Review Special Emphasis Panel; Infectious Diseases and Microbiology AREA Review.,"March 11, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01814/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
Center for Scientific Review Special Emphasis Panel; Member Conflict: Neurovascular Disorders and Stroke.,"March 11, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01814/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
Center for Scientific Review Special Emphasis Panel; PAR Panel: Pilot Clinical Trials for the Spectrum of Alzheimer's Disease.,"March 5-6, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01816/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
"Center for Scientific Review Special Emphasis Panel; Glaucoma and Retinopathy: Biomarkers, Diagnostics and Translational Studies in Development and Aging.","March 5, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01816/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
"Center for Scientific Review Special Emphasis Panel; Member Conflict: Glaucoma and Retinopathy: Biomarkers, Diagnostics and Translational Studies in Development and Aging.","March 5, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01816/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
Center for Scientific Review Special Emphasis Panel; Member Conflict: Biochemistry and Macromolecular Biophysics.,"March 11, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01816/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
"Center for Scientific Review Special Emphasis Panel Member Conflict: Neurobiology of Parkinson's Disease, Epilepsy, and Neurodegenerative Disorders.","March 11, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01816/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
"National Human Genome Research Institute Special Emphasis Panel, Gabriella Miller Kids First Sequencing Center.","March 11, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01818/national-human-genome-research-institute-notice-of-closed-meeting,National Human Genome Research Institute; Notice of Closed Meeting,42,
"National Human Genome Research Institute Initial Review Group, Genome Research Review Committee GNOM-G.","March 7, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01820/national-human-genome-research-institute-notice-of-closed-meeting,National Human Genome Research Institute; Notice of Closed Meeting,42,
"Center for Scientific Review Special Emphasis Panel; RFA-RM-18-027, RFA-RM-18-028, Advancing Extracellular RNA (exRNA) Communication Research.","March 11, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01896/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
Center for Scientific Review Special Emphasis Panel; Small Business: Cancer Diagnostics and Treatments (CDT).,"March 13-14, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01896/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
Center for Scientific Review Special Emphasis Panel; PAR Panel: Clinical Pediatric and Fetal Applications.,"March 13, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01896/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
Center for Scientific Review Special Emphasis Panel; Small Business: Musculoskeletal Rehabilitation Sciences.,"March 13, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01896/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
Center for Scientific Review Special Emphasis Panel; Small Business: Urology and Urogynecology Application Review.,"March 13, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01896/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
Center for Scientific Review Special Emphasis Panel; Member Conflict: Risk Prevention and Social Development.,"March 13, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01896/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
National Institute of General Medical Sciences Special Emphasis Panel Review of NIGMS ESI MIRA Grant Applications.,"March 18-19, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01897/national-institute-of-general-medical-sciences-notice-of-closed-meeting,National Institute of General Medical Sciences: Notice of Closed Meeting,42,
National Institute of Child Health and Human Development Special Emphasis Panel; Reproductive Medicine Collaborative Clinical Trials Program.,"April 30-May 1, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01898/eunice-kennedy-shriver-national-institute-of-child-health-and-human-development-notice-of-closed,Eunice Kennedy Shriver National Institute of Child Health & Human Development; Notice of Closed Meetings,42,
"National Institute of Child Health and Human Development Initial Review; Group Function, Integration, and Rehabilitation Sciences Subcommittee.","June 27-28, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01898/eunice-kennedy-shriver-national-institute-of-child-health-and-human-development-notice-of-closed,Eunice Kennedy Shriver National Institute of Child Health & Human Development; Notice of Closed Meetings,42,
National Institute of Child Health and Human Development Special Emphasis Panel Member Conflict SEP.,"April 3, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01899/eunice-kennedy-shriver-national-institute-of-child-health-and-human-development-notice-of-closed,Eunice Kennedy Shriver National Institute of Child Health & Human Development; Notice of Closed Meetings,42,
National Institute of Child Health and Human Development Initial Review Group Obstetrics and Maternal-Fetal Biology Subcommittee.,"October 25, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01899/eunice-kennedy-shriver-national-institute-of-child-health-and-human-development-notice-of-closed,Eunice Kennedy Shriver National Institute of Child Health & Human Development; Notice of Closed Meetings,42,
"Board of Scientific Counselors, National Institute of Mental Health.","May 28-29, 2019.",NIMH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01900/national-institute-of-mental-health-notice-of-closed-meetings,National Institute of Mental Health; Notice of Closed Meetings,42,
"Board of Scientific Counselors, National Institute of Mental Health.","September 24-26, 2019.",NIMH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01900/national-institute-of-mental-health-notice-of-closed-meetings,National Institute of Mental Health; Notice of Closed Meetings,42,
Center for Scientific Review Special Emphasis Panel; Member Conflict: Topics in Toxicology and Pharmacology.,"March 19, 2019.",NIH,2019-02-12,https://www.federalregister.gov/documents/2019/02/12/2019-01964/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,43,
Center for Scientific Review Special Emphasis Panel; PAR-18-727: Molecular Profiles and Biomarkers of Food and Nutrient Intake.,"March 19, 2019.",NIH,2019-02-12,https://www.federalregister.gov/documents/2019/02/12/2019-01964/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,43,
Center for Scientific Review Special Emphasis Panel; Member Conflict: Eukaryotic Parasites and Vectors.,"March 20-21, 2019.",NIH,2019-02-12,https://www.federalregister.gov/documents/2019/02/12/2019-01964/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,43,
Center for Scientific Review Special Emphasis Panel; Member Conflict: Biomedical Computing and Health Informatics.,"March 20, 2019.",NIH,2019-02-12,https://www.federalregister.gov/documents/2019/02/12/2019-01964/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,43,
Center for Scientific Review Special Emphasis Panel; Member Conflict: Topics in Hepatology.,"March 20, 2019.",NIH,2019-02-12,https://www.federalregister.gov/documents/2019/02/12/2019-01964/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,43,
Center for Scientific Review Special Emphasis Panel; Small Business: Cardiovascular Sciences.,"March 21-22, 2019.",NIH,2019-02-12,https://www.federalregister.gov/documents/2019/02/12/2019-01964/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,43,
Center for Scientific Review Special Emphasis Panel; AI18-037 Halting TB Transmission in HIV-Endemic and Other High-Transmission Settings.,"March 21, 2019.",NIH,2019-02-12,https://www.federalregister.gov/documents/2019/02/12/2019-01964/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,43,
Center for Scientific Review Special Emphasis Panel; Nuclear and Cytoplasmic Structure Function Dynamics.,"February 22, 2019.",NIH,2019-02-12,https://www.federalregister.gov/documents/2019/02/12/2019-01965/center-for-scientific-review-notice-of-closed-meeting,Center for Scientific Review; Notice of Closed Meeting,43,
Center for Inherited Disease Research Access Committee.,"March 1, 2019.",NIH,2019-02-12,https://www.federalregister.gov/documents/2019/02/12/2019-01966/national-human-genome-research-institute-notice-of-closed-meeting,National Human Genome Research Institute; Notice of Closed Meeting,43,
National Human Genome Research Institute Special Emphasis Panel Center for ELSI Resources &amp; Analysis (CERA).,"March 21, 2019.",NIH,2019-02-12,https://www.federalregister.gov/documents/2019/02/12/2019-01967/national-human-genome-research-institute-notice-of-closed-meeting,National Human Genome Research Institute; Notice of Closed Meeting,43,
National Human Genome Research Institute Special Emphasis Panel Loan Repayment Program (LRP).,"March 22, 2019.",NIH,2019-02-12,https://www.federalregister.gov/documents/2019/02/12/2019-01968/national-human-genome-research-institute-notice-of-closed-meeting,National Human Genome Research Institute; Notice of Closed Meeting,43,
National Human Genome Research Institute Special Emphasis Panel Genomic Innovator.,"March 13, 2019.",NIH,2019-02-12,https://www.federalregister.gov/documents/2019/02/12/2019-01969/national-human-genome-research-institute-notice-of-closed-meeting,National Human Genome Research Institute; Notice of Closed Meeting,43,
National Institute on Deafness and Other Communication Disorders Special Emphasis Panel; R21/R33 Review.,"March 5, 2019.",NIDOCD,2019-02-12,https://www.federalregister.gov/documents/2019/02/12/2019-01970/national-institute-on-deafness-and-other-communication-disorders-notice-of-closed-meeting,National Institute on Deafness and Other Communication Disorders; Notice of Closed Meeting,43,
"National Institute on Deafness and Other Communication Disorders Special Emphasis Panel, P50 Clinical Trial Review.","March 8, 2019.",NIDOCD,2019-02-12,https://www.federalregister.gov/documents/2019/02/12/2019-01971/national-institute-on-deafness-and-other-communication-disorders-notice-of-closed-meeting,National Institute on Deafness and Other Communication Disorders; Notice of Closed Meeting,43,
"National Institute on Deafness and Other Communication Disorders Special Emphasis Panel, NIDCD Clinical Research Center Review.","March 14, 2019.",NIDOCD,2019-02-12,https://www.federalregister.gov/documents/2019/02/12/2019-01972/national-institute-on-deafness-and-other-communication-disorders-notice-of-closed-meeting,National Institute on Deafness and Other Communication Disorders; Notice of Closed Meeting,43,
Communication Disorders Review Committee.,"June 20-21, 2019.",NIDOCD,2019-02-12,https://www.federalregister.gov/documents/2019/02/12/2019-01973/national-institute-on-deafness-and-other-communication-disorders-notice-of-closed-meetings,National Institute on Deafness and Other Communication Disorders; Notice of Closed Meetings,43,
